age,income,credit_score,loan_amount,employment_years,debt_to_income,num_dependents,default,income_per_dependent,loan_to_income_ratio,credit_utilization,age_group,credit_score_bucket,dti_category,age_credit_interaction,income_debt_interaction,age_group_encoded,credit_score_bucket_encoded,dti_category_encoded,edu_Bachelor,edu_High School,edu_Master,edu_PhD,home_Mortgage,home_Own,home_Rent,marital_Divorced,marital_Married,marital_Single
0.8322651444811302,-0.11623674870646995,1.436699442642234,-0.2080210672730812,-0.914903874916429,0.3884762569181919,2.013807883489078,1,-1.0133505937290812,-0.30257981052242955,-0.3025798105224295,55+,Very Good,High,1.188436241852723,-0.2829494657720668,4,4,0,False,False,True,False,False,True,False,False,True,False
1.7037188937163297,0.5248406107029967,0.4272109276115294,0.2625299023259303,-0.13374778579537858,1.7593080715222382,-0.9850125525613708,0,1.4377250536961748,-0.38664830123285476,-0.38664830123285476,55+,Good,Very High,1.8043045673582572,-0.5944778549886717,4,2,3,True,False,False,False,True,False,False,False,True,False
0.16191610660789993,-0.40720158526658956,0.8397085084535337,0.7512998869990809,0.7089054515862037,-1.2321142612607339,-0.9850125525613708,0,0.5360404953094964,0.33192471682957475,0.33192471682957486,45-54,Very Good,Low,0.33841120028862687,0.16497962376639277,3,4,1,False,True,False,False,True,False,False,False,False,True
-0.7765725464146225,0.4435172940502163,-1.0538369084176622,-0.4782361745515683,0.9639460726379264,-0.24019753793319953,1.0142010714722618,0,-0.6294121938876096,-0.6219595797532991,-0.6219595797532991,25-34,Fair,Moderate,-0.9156481440916825,0.5094687597215957,1,1,2,True,False,False,False,True,False,False,False,True,False
1.1004047596304223,-0.9128888831334768,1.0090878485532275,-0.44264684023208944,-0.9744099267623823,0.9984213655155961,-0.9850125525613708,1,0.04682398791251174,0.11287698552522948,0.11287698552522944,55+,Very Good,Very High,1.3583198547680484,-1.0937069740386482,4,4,3,False,False,True,False,True,False,False,False,False,True
-1.2458168729258838,-0.14913060608049866,-0.22380788277198427,-0.05672442696861512,1.7816296383329138,-1.6013729079801702,1.0142010714722618,1,-0.8205270963455212,-0.21927645776579463,-0.21927645776579446,18-24,Good,Low,-1.2441211227204128,0.6128990565266941,0,2,1,True,False,False,False,True,False,False,False,False,True
-0.3743631236906843,0.33381749191264165,0.6937837566407234,-0.8769429580327444,-0.9592329424125018,0.6834826022813207,-0.9850125525613708,0,1.2529237676031706,-0.7366504266593005,-0.7366504266593005,35-44,Good,Very High,-0.24317657250170127,-0.09859688969592352,2,2,3,False,True,False,False,False,False,True,False,True,False
0.8322651444811302,0.19987116874588767,-1.716956680686048,-0.031001860626660594,-0.05500278814176166,-1.4339567562760922,0.014594259455445463,0,-0.25015166548425394,-0.370177195438222,-0.370177195438222,55+,Fair,Low,0.36845697951139356,0.9230368997666908,4,1,1,False,True,False,False,False,False,True,False,False,True
-0.5084329312653304,-0.024424732817761183,0.6518050746483818,0.021566231392299132,0.17271500315347815,-0.8914128077842931,-0.9850125525613708,0,0.9063498854352489,-0.24863145317014085,-0.24863145317014076,35-44,Good,Low,-0.38779858602429296,0.4101457084523862,2,2,1,False,False,True,False,True,False,False,False,False,True
-0.24029331611603827,-0.46381085699262115,-2.2490029140496635,0.20820626660571373,-0.890343499533479,-1.1570232299266454,-0.9850125525613708,1,0.4812750497131429,0.10457820973288959,0.1045782097328896,35-44,Fair,Low,-0.6521078751730849,0.07385390720461509,2,1,1,False,True,False,False,False,False,True,False,True,False
-1.0447121615639146,1.7705401411208324,-0.26335449810290723,0.3980663839667276,-0.9543616006509608,1.4393894125292803,0.014594259455445463,1,0.5096036142937519,-0.675205468375264,-0.6752054683752641,25-34,Good,Very High,-1.0556355530470418,0.3119665640132567,1,2,3,False,True,False,False,True,False,False,False,True,False
-1.0447121615639146,-0.5202274640366054,-1.707292595666567,-1.6166405034021942,0.525409556466825,-1.0862094438887593,-0.9850125525613708,0,0.42669599349862186,-0.8031584519284377,-0.8031584519284377,25-34,Fair,Low,-1.2433540692398017,-0.013804811685701844,1,1,1,True,False,False,False,True,False,False,False,False,True
-0.17325841232871522,0.01633463227272238,-0.004577177786977668,-1.2998971524118865,-0.5202359341191324,-1.5727286917246193,1.0142010714722618,0,-0.7671684783852176,-0.8179307378129561,-0.8179307378129561,35-44,Good,Low,-0.1697112159440123,0.7876932934547948,2,2,1,False,True,False,False,False,True,False,False,True,False
0.6311604331191611,-0.091941185922604,0.0852840629821209,-1.1824240267299173,-0.8906028778258577,0.3285300830540226,0.014594259455445463,0,-0.391305518436863,-0.7367954354512068,-0.7367954354512068,45-54,Good,High,0.6391237880498108,-0.23580403941376377,3,2,0,False,False,False,True,False,True,False,False,False,True
0.8993000482684533,1.6552335074213747,-0.7631770939886224,0.07241056151796589,0.42750705111232695,-0.5103880758797431,1.0142010714722618,0,-0.23866243188892144,-0.7360645099976197,-0.7360645099976199,55+,Fair,Moderate,0.6784863110327293,1.8021771243607398,4,1,2,False,False,True,False,False,True,False,False,True,False
-0.17325841232871522,1.361885103207369,1.464078971014433,-0.30308975229907764,0.878411595972141,-0.30356291005033753,-0.9850125525613708,0,2.247506088114529,-0.7816447392397436,-0.7816447392397435,35-44,Very Good,Moderate,0.10986774775794146,1.3728613491310948,2,4,2,True,False,False,False,True,False,False,False,True,False
-1.580991391862499,0.8521551393520553,-0.8903154706728152,-2.2786333791581987,-0.12266842709134047,-1.2995274690019918,-0.9850125525613708,0,1.7543785887986785,-1.297655533045618,-1.297655533045618,18-24,Fair,Low,-1.62872462610871,1.56028899517305,0,1,1,False,False,True,False,True,False,False,False,True,False
-0.3073282199033613,-1.0278028723704322,-3.0461964670598705,1.9195495942267304,-0.8283958787732746,0.8865776198213139,0.014594259455445463,1,-0.843995340370235,1.8489490186907753,1.8489490186907749,35-44,Poor,Very High,-0.8516011477698655,-1.135872987741426,2,3,3,True,False,False,False,False,False,True,False,True,False
-1.648026295649822,0.3788353093791136,0.5340946127531688,-2.0009748666980407,-0.988048700859158,0.37692387834757424,-0.9850125525613708,0,1.296475305331096,-1.1598477440544752,-1.159847744054475,18-24,Good,High,-1.5645145765512196,0.10570099490196393,0,2,0,False,False,True,False,True,False,False,False,True,False
-0.17325841232871522,0.5992213496319507,-1.7689504352713397,0.01047095460727877,0.19706839829047545,-0.4477202073945486,-0.9850125525613708,0,1.5096831302979097,-0.49884427442413465,-0.49884427442413476,35-44,Fair,Moderate,-0.5055840118421487,0.7728071723508378,2,1,2,True,False,False,False,False,True,False,False,True,False
1.1674396634177455,-0.73786876181266,-0.8583419264826301,0.5413229980138653,-0.20864410236326061,-1.1170698397972623,-0.9850125525613708,1,0.21614351173275434,0.5334196089503627,0.5334196089503628,55+,Fair,Low,0.89968520078117,-0.2305659994722262,4,1,1,False,True,False,False,False,False,True,False,True,False
0.22895101039522298,-0.9193561231623053,-0.507200860020524,-0.7367873920058841,0.04332298196885658,0.34877317417075426,-0.9850125525613708,1,0.040567392991604195,-0.06984764028207133,-0.06984764028207138,45-54,Good,High,0.11396625467541499,-0.8902166071366862,3,2,0,False,False,False,True,False,True,False,False,True,False
0.7652302406938072,1.799625893108296,-1.4229181710360173,0.6176082550841726,0.6656026963271968,0.992075436405774,1.0142010714722618,0,-0.19209930950186058,-0.6261614292884099,-0.6261614292884101,45-54,Fair,Very High,0.3859348877836456,0.6978774238522363,3,1,3,False,False,True,False,False,True,False,False,True,False
