customer_id,total_orders,total_quantity,total_revenue,avg_discount,avg_rating,avg_order_value,segment,customer_type
1001,3,17.0,4979.394910532575,0.1456009468961864,1.6763126014806025,1659.7983035108582,Low Value,Returning
1002,5,16.0,6003.632569594529,0.13318984486086666,2.971659016210758,1200.7265139189058,Low Value,Returning
1003,6,28.0,10018.771760309692,0.12741520920854996,3.1140698025805444,1669.7952933849485,Regular,Returning
1004,2,7.0,3186.2775008333274,0.20207947709467486,2.171499331587536,1593.1387504166637,Low Value,New
1005,2,5.0,824.9048570291015,0.11213647039831101,2.377641910339864,412.4524285145508,Low Value,New
1006,2,5.0,1153.5168793155162,0.15153582611095381,4.124119383501338,576.7584396577581,Low Value,New
1007,4,24.0,2773.6492687529535,0.11514151996723057,2.3697873844545514,693.4123171882384,Low Value,Returning
1008,5,21.0,9689.414369972983,0.15526377823853013,3.4316499348735556,1937.8828739945966,Regular,Returning
1010,6,26.0,16359.044210954731,0.10599680250834413,2.791637021474744,2726.507368492455,High Value,New
1011,5,20.0,9404.001128030814,0.10188391921727169,3.5880324949448976,1880.8002256061627,Regular,New
1012,9,33.0,5957.8779730606275,0.21507164621516428,2.60074518311672,661.9864414511808,Low Value,New
1013,7,20.0,5789.770323988447,0.12281265580274767,2.4164932175853195,827.1100462840639,Low Value,VIP
1014,5,13.0,1697.9817227703425,0.1477044654647758,3.643484046662399,339.5963445540685,Low Value,New
1016,5,23.0,3179.020035455301,0.23070044299077389,3.1555682926167647,635.8040070910602,Low Value,New
1017,4,12.0,2365.35352597745,0.1735133442457075,3.118415765416902,591.3383814943625,Low Value,Returning
1018,2,14.0,6088.668948760794,0.1395989480410023,2.555568404256104,3044.334474380397,Low Value,New
1019,15,63.0,21391.43193322687,0.21995197330748045,3.438119278885909,1426.0954622151248,VIP,Returning
1020,1,5.0,5277.5327511294845,0.1272245677337879,1.8406043998374664,5277.5327511294845,Low Value,Returning
1021,5,29.0,18887.44163805164,0.0830099050974657,3.1401438908753554,3777.4883276103283,High Value,New
1022,7,29.0,13768.986889948823,0.14253007839090456,2.8678572760760863,1966.9981271355462,High Value,Returning
1023,5,21.0,7302.518876114983,0.07211795406997454,3.181675917337686,1460.5037752229966,Regular,Returning
1024,3,14.0,5265.903678418019,0.0665519351477956,3.5734385629438417,1755.3012261393396,Low Value,New
1025,9,50.0,25948.631815462966,0.1806323755347287,2.8036834567524167,2883.1813128292183,VIP,New
1026,5,15.0,5245.74656879399,0.15757416348130102,2.834899364185219,1049.1493137587981,Low Value,New
1027,4,10.0,3941.8629977197998,0.1206168502392431,2.6053424791965325,985.4657494299499,Low Value,Returning
1028,4,17.0,7448.770051658774,0.17783319057928498,2.2139115181009226,1862.1925129146935,Regular,Returning
1029,8,35.0,13477.674823854977,0.18647003421341968,2.6339477340314725,1684.7093529818721,High Value,Returning
1030,3,13.0,3655.6533910478015,0.123530283651396,3.809178550535704,1218.5511303492672,Low Value,Returning
1031,4,20.0,4808.016372492969,0.21177801305467853,2.0415692204448863,1202.0040931232422,Low Value,New
1032,1,3.0,227.61600775847657,0.0039340443461428,1.7804323577272094,227.61600775847657,Low Value,New
1033,2,8.0,2529.9784287901584,0.20685963925073636,2.9954460249230115,1264.9892143950792,Low Value,New
1034,2,12.0,9832.063973998407,0.12009908866978361,2.091082003224731,4916.031986999204,Regular,Returning
1035,7,32.0,20488.39332348025,0.11362325893452338,2.8418739260095793,2926.91333192575,High Value,Returning
1036,6,22.0,8005.076100599734,0.13290154684536679,3.3017575498845866,1334.1793500999556,Regular,Returning
1037,4,22.0,7334.127959078863,0.1324520089438621,2.599118415810088,1833.5319897697157,Regular,Returning
1038,5,21.0,5168.089905887039,0.08945135419100854,3.173478137550476,1033.6179811774077,Low Value,Returning
1039,6,16.0,7934.717433294746,0.145305245121388,2.868701198543866,1322.4529055491244,Regular,VIP
1040,7,26.0,7070.279628433294,0.13917296177775143,2.6039560255188343,1010.0399469190421,Regular,New
1041,8,31.0,11089.161074446276,0.11527838034506112,3.0487833837939404,1386.1451343057845,High Value,New
1042,3,11.0,6658.94240427841,0.1233713800065469,2.5905096131571343,2219.6474680928036,Low Value,Returning
1043,8,31.0,10538.31506689161,0.17933266594577618,2.447540038462275,1317.2893833614512,High Value,New
